Label,Locality,Variant
USA_CA_LACPHL_AF00871_2021,LA,B117
USA_CA_LACPHL_AF00949_2021,LA,B117
USA_CA_CDPH_3000051475_2021,LA,B117
USA_CA_CSMC321_2021,LA,B117
USA_CA_CDPH_3000053620_2021,LA,B117
USA_CA_CDC_2_4451297_2021,LA,B117
USA_CA_CDPH_3000050932_2021,LA,B117
USA_CA_CDPH_3000010700_2021,LA,B117
USA_CA_CDPH_3000014172_2021,LA,B117
USA_CA_CDPH_3000028515_2021,LA,B117
USA_CA_LACPHL_AF01142_2021,LA,B117
USA_CA_LACPHL_AF00980_2021,LA,B117
USA_CA_CDPH_3000031376_2021,LA,B117
USA_CA_LACPHL_AF02226_2021,LA,B117
USA_CA_CSMC68_2021,LA,B117
USA_CA_CDPH_2000045244_2021,LA,B117
USA_CA_CDPH_3000006928_2021,LA,B117
USA_CA_CDPH_3000120188_2021,LA,B117
USA_CA_CSMC232_2021,LA,B117
USA_CA_CDPH_3000048658_2021,LA,B117
USA_CA_CDPH_2000046080_2021,LA,B117
USA_CA_CDPH_3000018594_2021,LA,B117
USA_CA_CDPH_3000015173_2021,LA,B117
USA_CA_LACPHL_AF00870_2021,LA,B117
USA_CA_LACPHL_AF00851_2021,LA,B117
USA_CA_CDC_2_4282818_2021,LA,B117
USA_CA_LACPHL_AF01048_2021,LA,B117
USA_CA_CDC_2_4502945_2021,LA,B117
USA_CA_LACPHL_AF01336_2021,LA,B117
USA_CA_LACPHL_AF02113_2021,LA,B117
USA_CA_CDPH_2000046988_2021,LA,B117
USA_CA_CSMC162_2021,LA,B117
USA_CA_CDC_2_4214243_2021,LA,B117
USA_CA_CDPH_3000049753_2021,LA,B117
USA_CA_CDPH_3000044318_2021,LA,B117
USA_CA_CDPH_3000052981_2021,LA,B117
USA_CA_CDPH_3000047160_2021,LA,B117
USA_CA_CDPH_3000052979_2021,LA,B117
USA_CA_LACPHL_AF00598_2021,LA,B117
USA_CA_LACPHL_AF00368_2021,LA,B117
USA_CA_LACPHL_AF01141_2021,LA,B117
USA_CA_LACPHL_AF01140_2021,LA,B117
USA_CA_CDPH_2000049496_2021,LA,B117
USA_CA_CDC_2_4173972_2021,LA,B117
USA_CA_LACPHL_AF00946_2021,LA,B117
USA_CA_LACPHL_AF00645_2021,LA,B117
USA_CA_CDPH_2000046883_2021,LA,B117
USA_CA_LACPHL_AF00941_2021,LA,B117
USA_CA_CDPH_2000048157_2021,LA,B117
USA_CA_CDPH_2000046867_2021,LA,B117
USA_CA_CDPH_2000046913_2021,LA,B117
USA_CA_LACPHL_AF00553_2021,LA,B117
USA_CA_CDC_2_4173988_2021,LA,B117
USA_CA_CDC_2_4174053_2021,LA,B117
USA_CA_LACPHL_AF01371_2021,LA,B117
USA_CA_CSMC148_2021,LA,B117
USA_CA_CSMC160_2021,LA,B117
USA_CA_CDC_2_4282816_2021,LA,B117
USA_CA_CDPH_6000009938_2021,LA,B117
USA_CA_LACPHL_AF01207_2021,LA,B117
USA_CA_LACPHL_AF01437_2021,LA,B117
USA_CA_CDPH_3000030626_2021,LA,B117
USA_CA_CDPH_2000047269_2021,LA,B117
USA_CA_LACPHL_AF00833_2021,LA,B117
USA_CA_LACPHL_AF01122_2021,LA,B117
USA_CA_CDPH_3000025009_2021,LA,B117
USA_CA_CDPH_2000048615_2021,LA,B117
USA_CA_LACPHL_AF01372_2021,LA,B117
USA_CA_LACPHL_AF01049_2021,LA,B117
USA_CA_CDC_2_4214147_2021,LA,B117
USA_CA_CDC_2_4214121_2021,LA,B117
USA_CA_CDPH_3000046481_2021,LA,B117
USA_CA_CDPH_3000016512_2021,LA,B117
USA_CA_CDPH_3000007006_2021,LA,B117
USA_CA_CDPH_3000012213_2021,LA,B117
USA_CA_LACPHL_AF01025_2021,LA,B117
USA_CA_CDPH_2000046426_2021,LA,B117
USA_CA_CDPH_3000031320_2021,LA,B117
USA_CA_LACPHL_AF01030_2021,LA,B117
USA_CA_CDPH_2000045705_2021,LA,B117
USA_CA_CDPH_3000012265_2021,LA,B117
USA_CA_CDPH_3000049605_2021,LA,B117
USA_CA_CSMC41_2021,LA,B117
USA_CA_CDPH_3000053069_2021,LA,B117
USA_CA_CDPH_2000045239_2021,LA,B117
USA_CA_CDPH_3000006609_2021,LA,B117
USA_CA_CDPH_3000028914_2021,LA,B117
USA_CA_CDPH_3000012863_2021,LA,B117
USA_CA_CDPH_2000047916_2021,LA,B117
USA_CA_CDPH_3000029893_2021,LA,B117
USA_CA_CDPH_3000016286_2021,LA,B117
USA_CA_CDPH_3000022026_2021,LA,B117
USA_CA_CDPH_3000019305_2021,LA,B117
USA_CA_CDPH_2000040754_2021,LA,B117
USA_CA_CDPH_3000020612_2021,LA,B117
USA_CA_CDPH_3000006108_2021,LA,B117
USA_CA_CDPH_2000046754_2021,LA,B117
USA_CA_CDPH_2000046757_2021,LA,B117
USA_CA_CDC_2_4242860_2021,LA,B117
USA_CA_LACPHL_AF00697_2021,LA,B117
USA_CA_LACPHL_AF00841_2021,LA,B117
USA_CA_LACPHL_AF00768_2021,LA,B117
USA_CA_LACPHL_AF00825_2021,LA,B117
USA_CA_LACPHL_AF00808_2021,LA,B117
USA_CA_LACPHL_AF00752_2021,LA,B117
USA_CA_LACPHL_AF00820_2021,LA,B117
USA_CA_LACPHL_AF00843_2021,LA,B117
USA_CA_LACPHL_AF00766_2021,LA,B117
USA_CA_LACPHL_AF00803_2021,LA,B117
USA_CA_LACPHL_AF00745_2021,LA,B117
USA_CA_LACPHL_AF00754_2021,LA,B117
USA_CA_CDPH_3000050667_2021,LA,B117
USA_CA_LACPHL_AF00802_2021,LA,B117
USA_CA_LACPHL_AF00823_2021,LA,B117
USA_CA_LACPHL_AF00837_2021,LA,B117
USA_CA_LACPHL_AF00807_2021,LA,B117
USA_CA_LACPHL_AF00812_2021,LA,B117
USA_CA_CDC_2_4214238_2021,LA,B117
USA_CA_CDC_2_4242796_2021,LA,B117
USA_CA_LACPHL_AF01233_2021,LA,B117
USA_CA_CDPH_3000048661_2021,LA,B117
USA_CA_CDPH_3000048657_2021,LA,B117
USA_CA_CDPH_3000044247_2021,LA,B117
USA_CA_CDPH_2000046796_2021,LA,B117
USA_CA_LACPHL_AF00731_2021,LA,B117
USA_CA_LACPHL_AF00770_2021,LA,B117
USA_CA_LACPHL_AF00769_2021,LA,B117
USA_CA_LACPHL_AF00794_2021,LA,B117
USA_CA_LACPHL_AF00750_2021,LA,B117
USA_CA_LACPHL_AF00726_2021,LA,B117
USA_CA_LACPHL_AF00749_2021,LA,B117
USA_CA_LACPHL_AF00795_2021,LA,B117
USA_CA_LACPHL_AF00827_2021,LA,B117
USA_CA_LACPHL_AF00753_2021,LA,B117
USA_CA_LACPHL_AF00748_2021,LA,B117
USA_CA_LACPHL_AF00788_2021,LA,B117
USA_CA_LACPHL_AF00898_2021,LA,B117
USA_CA_LACPHL_AF00786_2021,LA,B117
USA_CA_LACPHL_AF00859_2021,LA,B117
USA_CA_LACPHL_AF00801_2021,LA,B117
USA_CA_LACPHL_AF00789_2021,LA,B117
USA_CA_LACPHL_AF00743_2021,LA,B117
USA_CA_LACPHL_AF00742_2021,LA,B117
USA_CA_LACPHL_AF00755_2021,LA,B117
USA_CA_LACPHL_AF00772_2021,LA,B117
USA_CA_LACPHL_AF00830_2021,LA,B117
USA_CA_LACPHL_AF00822_2021,LA,B117
USA_CA_LACPHL_AF00836_2021,LA,B117
USA_CA_LACPHL_AF00835_2021,LA,B117
USA_CA_LACPHL_AF00816_2021,LA,B117
USA_CA_LACPHL_AF00821_2021,LA,B117
USA_CA_LACPHL_AF00819_2021,LA,B117
USA_CA_LACPHL_AF00809_2021,LA,B117
USA_CA_LACPHL_AF00804_2021,LA,B117
USA_CA_LACPHL_AF00815_2021,LA,B117
USA_CA_LACPHL_AF00817_2021,LA,B117
USA_CA_LACPHL_AF00811_2021,LA,B117
USA_CA_LACPHL_AF00824_2021,LA,B117
USA_CA_LACPHL_AF00810_2021,LA,B117
USA_CA_LACPHL_AF00765_2021,LA,B117
USA_CA_LACPHL_AF01007_2021,LA,B117
USA_CA_LACPHL_AF00524_2021,LA,B117
USA_CA_CDPH_3000027742_2021,LA,B117
USA_CA_CDPH_3000010699_2021,LA,B117
USA_CA_CDPH_3000028517_2021,LA,B117
USA_CA_LACPHL_AF00574_2021,LA,B117
USA_CA_LACPHL_AF00973_2021,LA,B117
USA_CA_CSMC78_2021,LA,B117
USA_CA_CSMC220_2021,LA,B117
USA_CA_CSMC89_2021,LA,B117
USA_CA_CSMC77_2021,LA,B117
USA_CA_CSMC180_2021,LA,B117
USA_CA_CDPH_MC2075522_2021,LA,B117
USA_CA_CDPH_2000048391_2021,LA,B117
USA_CA_CDPH_3000030065_2021,LA,B117
USA_CA_LACPHL_AF01130_2021,LA,B117
USA_CA_CDPH_2000047567_2021,LA,B117
USA_CA_CDPH_3000030127_2021,LA,B117
USA_CA_CDPH_3000026880_2021,LA,B117
USA_CA_CDPH_3000013290_2021,LA,B117
USA_CA_CDPH_2000045114_2021,LA,B117
USA_CA_CDPH_3000013289_2021,LA,B117
USA_CA_CDPH_3000013310_2021,LA,B117
USA_CA_LACPHL_AF04344_2021,LA,B117
USA_CA_CDC_2_4242770_2021,LA,B117
USA_CA_CDC_2_4242853_2021,LA,B117
USA_CA_CDPH_3000029786_2021,LA,B117
USA_CA_CDPH_3000031393_2021,LA,B117
USA_CA_CDPH_2000047257_2021,LA,B117
USA_CA_LACPHL_AF01742_2021,LA,B117
USA_CA_LACPHL_AF00935_2021,LA,B117
USA_CA_LACPHL_AF00875_2021,LA,B117
USA_CA_LACPHL_AF00889_2021,LA,B117
USA_CA_CDC_2_4282750_2021,LA,B117
USA_CA_LACPHL_AF01215_2021,LA,B117
USA_CA_LACPHL_AF01224_2021,LA,B117
USA_CA_LACPHL_AF00988_2021,LA,B117
USA_CA_LACPHL_AF00928_2021,LA,B117
USA_CA_LACPHL_AF00927_2021,LA,B117
USA_CA_LACPHL_AF00929_2021,LA,B117
USA_CA_LACPHL_AF00932_2021,LA,B117
USA_CA_LACPHL_AF00934_2021,LA,B117
USA_CA_LACPHL_AF01010_2021,LA,B117
USA_CA_LACPHL_AF00937_2021,LA,B117
USA_CA_LACPHL_AF00667_2021,LA,B117
USA_CA_LACPHL_AF00891_2021,LA,B117
USA_CA_CDPH_2000045625_2021,LA,B117
USA_CA_CDPH_2000045631_2021,LA,B117
USA_CA_CDPH_3000006293_2021,LA,B117
USA_CA_CDC_2_4282911_2021,LA,B117
USA_CA_LACPHL_AF01070_2021,LA,B117
USA_CA_CDPH_3000048659_2021,LA,B117
USA_CA_LACPHL_AF01221_2021,LA,B117
USA_CA_LACPHL_AF00996_2021,LA,B117
USA_CA_CDPH_2000047019_2021,LA,B117
USA_CA_LACPHL_AF01162_2021,LA,B117
USA_CA_CDPH_3000045854_2021,LA,B117
USA_CA_LACPHL_AF00985_2021,LA,B117
USA_CA_CDC_2_4214214_2021,LA,B117
USA_CA_CDCBI_FlowHealth_00522_2021,LA,B117
USA_CA_CDC_2_4242797_2021,LA,B117
USA_CA_CDPH_3000005732_2021,LA,B117
USA_CA_LACPHL_AF01016_2021,LA,B117
USA_CA_LACPHL_AF01330_2021,LA,B117
USA_CA_CDPH_3000008265_2021,LA,B117
USA_CA_CDPH_2000044960_2021,LA,B117
USA_CA_LACPHL_AF01044_2021,LA,B117
USA_CA_LACPHL_AF01066_2021,LA,B117
USA_CA_CDPH_3000006462_2021,LA,B117
USA_CA_LACPHL_AF01309_2021,LA,B117
USA_CA_CDCBI_FlowHealth_10252_2021,LA,B117
USA_CA_LACPHL_AF01327_2021,LA,B117
USA_CA_LACPHL_AF01186_2021,LA,B117
USA_CA_LACPHL_AF01029_2021,LA,B117
USA_CA_CDPH_3000036247_2021,LA,B117
USA_CA_CDPH_3000044244_2021,LA,B117
USA_CA_CDPH_2000046829_2021,LA,B117
USA_CA_CDPH_2000046786_2021,LA,B117
USA_CA_CDPH_2000046780_2021,LA,B117
USA_CA_CDPH_3000044243_2021,LA,B117
USA_CA_CSMC122_2021,LA,B117
USA_HI_H200479_2020,HI,B1243
USA_HI_H200719_2020,HI,B1243
USA_HI_CDC_2_4068561_2020,HI,B1243
USA_HI_H200744_2020,HI,B1243
USA_HI_H211039_2021,HI,B1243
USA_HI_H210978_2021,HI,B1243
USA_HI_H210835_2020,HI,B1243
USA_HI_H210837_2020,HI,B1243
USA_HI_H210855_2020,HI,B1243
USA_HI_H210856_2020,HI,B1243
USA_HI_H210985_2020,HI,B1243
USA_HI_H210927_2020,HI,B1243
USA_HI_H200711_2020,HI,B1243
USA_HI_H210808_2020,HI,B1243
USA_HI_H200729_2020,HI,B1243
USA_HI_H210810_2020,HI,B1243
USA_HI_H210949_2020,HI,B1243
USA_HI_H210833_2020,HI,B1243
USA_HI_H210824_2020,HI,B1243
USA_HI_H212057_2020,HI,B1243
USA_HI_H210773_2020,HI,B1243
USA_HI_H210783_2020,HI,B1243
USA_HI_H210799_2020,HI,B1243
USA_HI_H200746_2020,HI,B1243
USA_HI_H210822_2020,HI,B1243
USA_HI_H210877_2020,HI,B1243
USA_HI_H210947_2020,HI,B1243
USA_HI_H200762_2020,HI,B1243
USA_HI_H210857_2020,HI,B1243
USA_HI_H211037_2021,HI,B1243
USA_HI_H200708_2020,HI,B1243
USA_HI_H200728_2020,HI,B1243
USA_HI_H210838_2020,HI,B1243
USA_HI_H200713_2020,HI,B1243
USA_HI_H210926_2020,HI,B1243
USA_HI_H200715_2020,HI,B1243
USA_HI_H200758_2020,HI,B1243
USA_HI_H210849_2020,HI,B1243
USA_HI_H210956_2021,HI,B1243
USA_HI_H200764_2020,HI,B1243
USA_HI_H210953_2020,HI,B1243
USA_HI_H200759_2020,HI,B1243
USA_HI_H200756_2020,HI,B1243
USA_HI_H210907_2020,HI,B1243
USA_HI_H200733_2020,HI,B1243
USA_HI_H200741_2020,HI,B1243
USA_HI_H210805_2020,HI,B1243
USA_HI_H210809_2020,HI,B1243
USA_HI_H200710_2020,HI,B1243
USA_HI_H200743_2020,HI,B1243
USA_HI_H210802_2020,HI,B1243
USA_HI_H210803_2020,HI,B1243
USA_HI_H200755_2020,HI,B1243
USA_HI_H210903_2020,HI,B1243
USA_HI_H200760_2020,HI,B1243
USA_HI_H200706_2020,HI,B1243
USA_HI_H200714_2020,HI,B1243
USA_HI_H200736_2020,HI,B1243
USA_HI_H210807_2020,HI,B1243
USA_HI_H210844_2020,HI,B1243
USA_HI_H200705_2020,HI,B1243
USA_HI_H200716_2020,HI,B1243
USA_HI_H211020_2021,HI,B1243
USA_HI_H210840_2020,HI,B1243
USA_HI_H210891_2021,HI,B1243
USA_HI_H210892_2021,HI,B1243
USA_HI_H210885_2021,HI,B1243
USA_HI_H200724_2020,HI,B1243
USA_HI_H200747_2020,HI,B1243
USA_HI_H200721_2020,HI,B1243
USA_HI_H210832_2020,HI,B1243
USA_HI_H210881_2020,HI,B1243
USA_HI_H210847_2020,HI,B1243
USA_HI_H200738_2020,HI,B1243
USA_HI_H210882_2020,HI,B1243
USA_HI_H200732_2020,HI,B1243
USA_HI_H210964_2021,HI,B1243
USA_HI_H200740_2020,HI,B1243
USA_HI_H200722_2020,HI,B1243
USA_HI_H210823_2020,HI,B1243
USA_HI_H200761_2020,HI,B1243
USA_HI_H210772_2020,HI,B1243
USA_HI_H211066_2020,HI,B1243
USA_HI_H210784_2020,HI,B1243
USA_HI_H210785_2020,HI,B1243
USA_HI_H210800_2020,HI,B1243
USA_HI_H210951_2020,HI,B1243
USA_HI_H210769_2020,HI,B1243
USA_HI_H200707_2020,HI,B1243
USA_HI_H200739_2020,HI,B1243
USA_HI_H210908_2020,HI,B1243
USA_HI_H210839_2020,HI,B1243
USA_HI_H210801_2020,HI,B1243
USA_HI_H200727_2020,HI,B1243
USA_HI_H210910_2020,HI,B1243
USA_HI_H210851_2020,HI,B1243
USA_HI_H210909_2020,HI,B1243
USA_HI_H211073_2020,HI,B1243
USA_HI_H210924_2020,HI,B1243
USA_HI_H210987_2020,HI,B1243
USA_HI_H210770_2020,HI,B1243
USA_HI_H200731_2020,HI,B1243
USA_HI_H211071_2020,HI,B1243
USA_HI_H210797_2020,HI,B1243
USA_HI_H210876_2020,HI,B1243
USA_HI_H210923_2020,HI,B1243
USA_HI_H210878_2020,HI,B1243
USA_HI_H210880_2020,HI,B1243
USA_HI_H210879_2020,HI,B1243
USA_HI_H210893_2021,HI,B1243
USA_HI_H210890_2021,HI,B1243
USA_HI_H210850_2020,HI,B1243
USA_HI_H210946_2020,HI,B1243
USA_HI_H211070_2020,HI,B1243
USA_HI_H211072_2020,HI,B1243
USA_HI_H211069_2020,HI,B1243
USA_HI_H210976_2020,HI,B1243
USA_HI_H210886_2021,HI,B1243
USA_HI_H210889_2021,HI,B1243
USA_HI_H210952_2020,HI,B1243
USA_HI_H210938_2021,HI,B1243
USA_HI_H210963_2021,HI,B1243
USA_HI_H210845_2020,HI,B1243
USA_HI_H210888_2021,HI,B1243
USA_HI_H210853_2020,HI,B1243
USA_HI_H210912_2021,HI,B1243
USA_HI_H210911_2021,HI,B1243
USA_HI_H210966_2021,HI,B1243
USA_HI_H210961_2021,HI,B1243
USA_HI_H210960_2021,HI,B1243
USA_HI_H210958_2021,HI,B1243
USA_HI_H210959_2021,HI,B1243
USA_HI_H210975_2020,HI,B1243
USA_HI_H210852_2020,HI,B1243
USA_HI_H210962_2021,HI,B1243
USA_HI_H200709_2020,HI,B1243
USA_HI_H200735_2020,HI,B1243
USA_HI_H200734_2020,HI,B1243
USA_HI_H210854_2020,HI,B1243
USA_HI_H200723_2020,HI,B1243
USA_HI_H210796_2020,HI,B1243
USA_HI_H210836_2020,HI,B1243
USA_HI_H210825_2020,HI,B1243
USA_HI_H200726_2020,HI,B1243
USA_HI_H210834_2020,HI,B1243
USA_HI_H200754_2020,HI,B1243
USA_HI_H210950_2020,HI,B1243
USA_HI_H210830_2020,HI,B1243
USA_HI_H200742_2020,HI,B1243
USA_HI_H210771_2020,HI,B1243
USA_HI_H210905_2020,HI,B1243
USA_HI_H210779_2020,HI,B1243
USA_HI_H210781_2020,HI,B1243
USA_HI_H210948_2020,HI,B1243
USA_HI_H200730_2020,HI,B1243
USA_HI_H200763_2020,HI,B1243
USA_HI_H200757_2020,HI,B1243
USA_HI_H200748_2020,HI,B1243
USA_HI_H210887_2021,HI,B1243
USA_HI_H210983_2020,HI,B1243
USA_HI_H210971_2020,HI,B1243
USA_HI_CDC_2_4068580_2021,HI,B1243
USA_HI_H211049_2021,HI,B1243
USA_HI_H211091_2021,HI,B1243
USA_HI_H210943_2021,HI,B1243
USA_HI_H211508_2021,HI,B1243
USA_HI_H210815_2021,HI,B1243
USA_HI_H210865_2021,HI,B1243
USA_HI_H210894_2021,HI,B1243
USA_HI_H210899_2021,HI,B1243
USA_HI_H210918_2021,HI,B1243
USA_HI_H210869_2021,HI,B1243
USA_HI_H210900_2021,HI,B1243
USA_HI_H210816_2021,HI,B1243
USA_HI_H210820_2021,HI,B1243
USA_HI_H210898_2021,HI,B1243
USA_HI_H210818_2021,HI,B1243
USA_HI_H210988_2021,HI,B1243
USA_HI_H210819_2021,HI,B1243
USA_HI_H210821_2021,HI,B1243
USA_HI_H210863_2021,HI,B1243
USA_HI_H210871_2021,HI,B1243
USA_HI_H210873_2021,HI,B1243
USA_HI_H210870_2021,HI,B1243
USA_HI_H210868_2021,HI,B1243
USA_HI_H210872_2021,HI,B1243
USA_HI_H210915_2021,HI,B1243
USA_HI_H210942_2021,HI,B1243
USA_HI_H210941_2021,HI,B1243
USA_HI_H210817_2021,HI,B1243
USA_HI_H200750_2020,HI,B1243
USA_HI_H210829_2020,HI,B1243
USA_HI_H210804_2020,HI,B1243
USA_HI_H210843_2020,HI,B1243
USA_HI_H210828_2020,HI,B1243
USA_HI_H200753_2020,HI,B1243
USA_HI_H210798_2020,HI,B1243
USA_HI_H200752_2020,HI,B1243
USA_HI_H210970_2020,HI,B1243
USA_HI_H210827_2020,HI,B1243
USA_HI_H210977_2020,HI,B1243
USA_HI_H210954_2021,HI,B1243
USA_HI_H211055_2020,HI,B1243
USA_HI_H211054_2020,HI,B1243
USA_HI_H210955_2021,HI,B1243
USA_HI_H210904_2020,HI,B1243
USA_HI_H200712_2020,HI,B1243
USA_HI_H210806_2020,HI,B1243
USA_HI_H211089_2020,HI,B1243
USA_HI_H200749_2020,HI,B1243
USA_HI_H210826_2020,HI,B1243
USA_HI_H210986_2020,HI,B1243
USA_HI_H210928_2021,HI,B1243
USA_HI_H210780_2020,HI,B1243
USA_HI_H200725_2020,HI,B1243
USA_HI_H210906_2020,HI,B1243
USA_HI_H200751_2020,HI,B1243
USA_HI_H210842_2020,HI,B1243
USA_HI_H210841_2020,HI,B1243
USA_HI_H210831_2020,HI,B1243
USA_HI_H200737_2020,HI,B1243
USA_HI_H210858_2020,HI,B1243
USA_HI_H200745_2020,HI,B1243
USA_HI_CDC_2_3714074_2020,HI,B1243
USA_HI_H200524_2020,HI,B1243
USA_HI_CDC_2_3713991_2020,HI,B1243
USA_HI_CDC_2_3713972_2020,HI,B1243
USA_HI_CDC_2_3713994_2020,HI,B1243
USA_HI_H200526_2020,HI,B1243
USA_HI_H200539_2020,HI,B1243
USA_HI_H200527_2020,HI,B1243
USA_HI_H200529_2020,HI,B1243
USA_HI_H200528_2020,HI,B1243
USA_HI_H200523_2020,HI,B1243
USA_HI_H200596_2020,HI,B1243
USA_HI_H200595_2020,HI,B1243
USA_HI_H200525_2020,HI,B1243
USA_HI_H200522_2020,HI,B1243
USA_HI_H200521_2020,HI,B1243
USA_HI_H200588_2020,HI,B1243
USA_HI_H200358_2020,HI,B1243
USA_HI_CDC_2_4068595_2020,HI,B1243
USA_HI_H200281_2020,HI,B1243
USA_HI_H200350_2020,HI,B1243
USA_HI_H200352_2020,HI,B1243
USA_HI_H200458_2020,HI,B1243
USA_HI_H200436_2020,HI,B1243
USA_HI_H200498_2020,HI,B1243
USA_HI_H200454_2020,HI,B1243
USA_HI_H200353_2020,HI,B1243
USA_HI_H200382_2020,HI,B1243
USA_HI_H200359_2020,HI,B1243
USA_HI_H200392_2020,HI,B1243
USA_HI_H200365_2020,HI,B1243
USA_HI_H200386_2020,HI,B1243
USA_HI_H200387_2020,HI,B1243
USA_HI_H200485_2020,HI,B1243
USA_HI_H200597_2020,HI,B1243
USA_HI_H200497_2020,HI,B1243
USA_HI_H200601_2020,HI,B1243
USA_HI_H200623_2020,HI,B1243
USA_HI_H200357_2020,HI,B1243
USA_HI_H200364_2020,HI,B1243
USA_HI_H200390_2020,HI,B1243
USA_HI_H200393_2020,HI,B1243
USA_HI_H200599_2020,HI,B1243
USA_HI_H200488_2020,HI,B1243
USA_HI_H200428_2020,HI,B1243
USA_HI_H200363_2020,HI,B1243
USA_HI_H200384_2020,HI,B1243
USA_HI_H200480_2020,HI,B1243
USA_HI_H200600_2020,HI,B1243
USA_HI_H200490_2020,HI,B1243
USA_HI_H200345_2020,HI,B1243
USA_HI_CDC_2_3713978_2020,HI,B1243
USA_HI_H200501_2020,HI,B1243
USA_HI_H200348_2020,HI,B1243
USA_HI_H200385_2020,HI,B1243
USA_HI_H200171_2020,HI,B1243
USA_HI_H200493_2020,HI,B1243
USA_HI_H200598_2020,HI,B1243
USA_HI_H200602_2020,HI,B1243
USA_HI_H200164_2020,HI,B1243
USA_HI_H200624_2020,HI,B1243
USA_HI_H200344_2020,HI,B1243
USA_HI_H200249_2020,HI,B1243
USA_HI_H200266_2020,HI,B1243
USA_HI_H200457_2020,HI,B1243
USA_HI_H200389_2020,HI,B1243
USA_HI_H200383_2020,HI,B1243
USA_HI_H200330_2020,HI,B1243
USA_HI_H200156_2020,HI,B1243
USA_HI_H200575_2020,HI,B1243
USA_HI_H200391_2020,HI,B1243
USA_HI_H200487_2020,HI,B1243
USA_HI_H200486_2020,HI,B1243
USA_HI_H200283_2020,HI,B1243
USA_HI_H200261_2020,HI,B1243
USA_HI_H200366_2020,HI,B1243
USA_HI_H200430_2020,HI,B1243
USA_HI_H200431_2020,HI,B1243
USA_HI_H200470_2020,HI,B1243
USA_HI_H200433_2020,HI,B1243
USA_HI_H200437_2020,HI,B1243
USA_HI_H200447_2020,HI,B1243
USA_HI_H200429_2020,HI,B1243
USA_HI_H200471_2020,HI,B1243
USA_HI_H200466_2020,HI,B1243
USA_HI_H200434_2020,HI,B1243
USA_HI_H200448_2020,HI,B1243
USA_HI_H200499_2020,HI,B1243
USA_HI_H200180_2020,HI,B1243
USA_HI_H200576_2020,HI,B1243
USA_HI_H200621_2020,HI,B1243
USA_HI_H200577_2020,HI,B1243
USA_HI_H200253_2020,HI,B1243
USA_HI_H200259_2020,HI,B1243
USA_HI_H200414_2020,HI,B1243
USA_HI_H200481_2020,HI,B1243
USA_HI_H200516_2020,HI,B1243
USA_HI_H200162_2020,HI,B1243
USA_HI_H200331_2020,HI,B1243
USA_HI_H200362_2020,HI,B1243
USA_HI_H200388_2020,HI,B1243
USA_HI_H200456_2020,HI,B1243
USA_HI_H200519_2020,HI,B1243
USA_HI_H200503_2020,HI,B1243
USA_HI_H200515_2020,HI,B1243
USA_HI_H200504_2020,HI,B1243
USA_HI_H200622_2020,HI,B1243
USA_HI_H210916_2021,HI,B1243
USA_HI_H200409_2020,HI,B1243
USA_HI_H200328_2020,HI,B1243
USA_HI_H200505_2020,HI,B1243
USA_HI_H200329_2020,HI,B1243
USA_HI_H200543_2020,HI,B1243
USA_HI_H200545_2020,HI,B1243
USA_HI_H200585_2020,HI,B1243
USA_HI_H200586_2020,HI,B1243
USA_HI_H200546_2020,HI,B1243
USA_HI_H200544_2020,HI,B1243
USA_HI_H200426_2020,HI,B1243
USA_HI_H200411_2020,HI,B1243
USA_HI_H200446_2020,HI,B1243
USA_HI_H200445_2020,HI,B1243
USA_HI_H200467_2020,HI,B1243
USA_HI_H200473_2020,HI,B1243
USA_HI_H200578_2020,HI,B1243
USA_HI_H200580_2020,HI,B1243
USA_HI_H200579_2020,HI,B1243
USA_HI_H200360_2020,HI,B1243
USA_HI_H200438_2020,HI,B1243
USA_HI_H200461_2020,HI,B1243
USA_HI_H200468_2020,HI,B1243
USA_HI_H200450_2020,HI,B1243
USA_HI_H200460_2020,HI,B1243
USA_HI_H200669_2020,HI,B1243
USA_HI_H200672_2020,HI,B1243
USA_HI_H200670_2020,HI,B1243
USA_HI_H200459_2020,HI,B1243
USA_HI_H200671_2020,HI,B1243
USA_HI_H200693_2020,HI,B1243
USA_HI_H210788_2020,HI,B1243
USA_HI_H200469_2020,HI,B1243
USA_HI_H200440_2020,HI,B1243
USA_HI_H200355_2020,HI,B1243
USA_HI_H200377_2020,HI,B1243
USA_HI_H200399_2020,HI,B1243
USA_HI_H200356_2020,HI,B1243
USA_HI_H200402_2020,HI,B1243
USA_HI_H200376_2020,HI,B1243
USA_HI_H200401_2020,HI,B1243
USA_HI_H200367_2020,HI,B1243
USA_HI_H200368_2020,HI,B1243
USA_HI_H200395_2020,HI,B1243
USA_HI_H200397_2020,HI,B1243
USA_HI_H200396_2020,HI,B1243
USA_HI_H200379_2020,HI,B1243
USA_HI_H200400_2020,HI,B1243
USA_HI_H200398_2020,HI,B1243
USA_HI_H200403_2020,HI,B1243
USA_HI_H200404_2020,HI,B1243
USA_HI_H200133_2020,HI,B1243
USA_HI_H200174_2020,HI,B1243
USA_HI_H200207_2020,HI,B1243
USA_HI_H200270_2020,HI,B1243
USA_HI_H200290_2020,HI,B1243
USA_HI_H200185_2020,HI,B1243
USA_HI_H200182_2020,HI,B1243
USA_HI_H200183_2020,HI,B1243
USA_HI_H200176_2020,HI,B1243
